date,jyo_cd,race_no,rank1_course,rank2_course,payout_2nd
2024-05-25,02,10,1,4,1100
2024-05-25,16,1,2,3,2400
2024-05-25,16,2,1,3,300
2024-05-25,16,3,1,2,700
2024-05-25,16,4,1,3,1000
2024-05-25,16,5,1,2,1200
2024-05-25,16,6,2,3,2300
2024-05-25,16,7,1,3,1000
2024-05-25,16,8,1,5,1100
2024-05-25,16,9,1,2,500
2024-05-25,16,10,1,6,1900
2024-05-25,01,1,3,2,2900
2024-05-25,01,2,1,4,600
2024-05-25,01,3,1,2,700
2024-05-25,01,4,1,2,400
2024-05-25,01,5,1,3,900
2024-05-25,01,6,6,4,10500
2024-05-25,01,7,1,3,700
2024-05-25,01,8,5,1,1500
2024-05-25,01,9,1,4,1300
2024-05-25,01,10,1,3,600
2024-05-25,19,1,3,1,1200
2024-05-25,19,2,1,4,1500
2024-05-25,19,3,3,6,6300
2024-05-25,19,4,3,1,1000
2024-05-25,19,5,5,1,1800
2024-05-25,19,6,1,5,1100
2024-05-25,19,7,1,4,900
2024-05-25,19,8,2,5,4300
2024-05-25,19,9,1,5,1100
2024-05-25,19,10,2,1,900
2024-05-25,19,11,1,3,700
2024-05-25,19,12,5,2,3400
2024-05-25,13,1,2,1,600
2024-05-25,13,2,2,3,3200
2024-05-25,13,3,6,1,3200
2024-05-25,13,4,5,1,1800
2024-05-25,13,5,1,5,1500
2024-05-25,13,6,2,1,900
2024-05-25,13,7,1,4,700
2024-05-25,13,8,4,1,1100
2024-05-25,13,9,1,2,600
2024-05-25,13,10,1,2,1000
2024-05-25,13,11,3,1,1200
2024-05-25,21,1,6,1,2100
2024-05-25,21,2,5,4,8900
2024-05-25,21,3,6,1,2700
2024-05-25,21,4,1,3,600
2024-05-25,21,5,1,4,1100
2024-05-25,21,6,2,1,900
2024-05-25,21,7,3,1,900
2024-05-25,21,8,1,3,900
2024-05-25,21,9,1,5,1400
2024-05-25,21,10,1,5,1700
2024-05-26,05,1,1,3,1000
2024-05-26,05,2,1,5,1100
2024-05-26,05,3,1,6,1600
2024-05-26,05,4,2,1,1200
2024-05-26,05,5,1,2,800
2024-05-26,05,6,1,2,500
2024-05-26,05,7,1,6,1900
2024-05-26,05,8,4,5,5900
2024-05-26,05,9,1,2,1000
2024-05-26,05,10,1,5,700
2024-05-26,05,11,3,1,1300
2024-05-26,24,1,1,4,1300
2024-05-26,24,2,2,3,2800
2024-05-26,24,3,5,1,2300
2024-05-26,24,4,5,1,2100
2024-05-26,24,5,1,3,600
2024-05-26,24,6,2,1,900
2024-05-26,24,7,2,4,4300
2024-05-26,24,8,5,1,1500
2024-05-26,24,9,1,3,600
2024-05-26,24,10,4,1,1400
2024-05-26,24,11,1,2,700
2024-05-26,08,1,1,4,1400
2024-05-26,08,2,1,4,1100
2024-05-26,08,3,1,6,1300
2024-05-26,08,4,4,1,1500
2024-05-26,08,5,1,2,800
2024-05-26,08,6,1,4,800
2024-05-26,08,7,2,3,2700
2024-05-26,08,8,1,2,900
2024-05-26,08,9,1,3,500
2024-05-26,08,10,1,2,400
2024-05-26,08,11,1,2,700
2024-05-26,08,12,3,1,900
2024-05-26,11,1,1,3,800
2024-05-26,11,2,3,2,3700
2024-05-26,11,3,5,1,1500
2024-05-26,11,4,1,4,1400
2024-05-26,11,5,4,3,5800
2024-05-26,11,6,1,2,400
2024-05-26,11,7,1,2,1000
2024-05-26,11,8,1,5,1200
2024-05-26,11,9,3,1,1100
2024-05-26,11,10,6,3,4700
2024-05-26,06,1,2,1,900
2024-05-26,06,2,4,1,1700
2024-05-26,06,3,4,1,1300
2024-05-26,06,4,1,3,800
2024-05-26,06,5,4,1,1100
2024-05-26,06,6,1,3,1300
2024-05-26,06,7,5,3,5100
2024-05-26,06,8,1,3,900
2024-05-26,06,9,6,4,14400
2024-05-26,06,10,1,4,600
2024-05-26,06,11,1,3,1400
2024-05-26,06,12,2,6,4300
2024-05-26,16,1,1,2,600
2024-05-26,16,2,1,4,800
2024-05-26,16,3,2,1,1100
2024-05-26,16,4,6,4,7700
2024-05-26,16,5,1,4,1100
2024-05-26,16,6,1,3,900
2024-05-26,16,7,1,2,700
2024-05-26,16,8,2,6,4300
2024-05-26,16,9,4,1,1500
2024-05-26,16,10,4,1,1500
2024-05-26,22,1,2,1,1100
2024-05-26,22,2,1,2,400
2024-05-26,22,3,1,3,900
2024-05-26,22,4,2,3,1400
2024-05-26,22,5,2,1,700
2024-05-26,22,6,1,2,600
2024-05-26,22,7,1,3,1200
2024-05-26,22,8,6,1,2400
2024-05-26,22,9,3,2,4100
2024-05-26,22,10,1,3,800
2024-05-26,22,11,1,4,1000
2024-05-26,22,12,1,3,1200
2024-05-27,23,1,4,1,1500
2024-05-27,23,2,1,4,700
2024-05-27,23,3,1,2,500
2024-05-27,23,4,3,6,4600
2024-05-27,23,5,1,4,900
2024-05-27,23,6,1,2,400
2024-05-27,23,7,1,4,500
2024-05-27,23,8,6,1,1800
2024-05-27,23,9,1,2,700
2024-05-27,23,10,5,1,2200
2024-05-27,23,11,1,3,1000
2024-05-27,23,12,1,2,900
2024-05-27,11,1,1,5,1100
2024-05-27,11,2,1,3,1400
2024-05-27,11,3,3,2,5600
2024-05-27,11,4,1,4,800
2024-05-27,11,5,1,2,600
2024-05-27,11,6,1,3,1300
2024-05-27,11,7,1,2,900
2024-05-27,11,8,1,2,900
2024-05-27,11,9,1,4,1200
2024-05-27,11,10,3,4,3500
2024-05-27,11,11,1,4,1100
2024-05-27,11,12,1,4,800
2024-05-27,06,1,5,1,1100
2024-05-27,06,2,1,4,1300
2024-05-27,06,3,3,1,1200
2024-05-27,06,4,1,2,500
2024-05-27,06,5,1,4,1700
2024-05-27,06,6,1,6,1300
2024-05-27,06,7,1,4,1000
2024-05-27,06,8,2,1,700
2024-05-27,06,9,1,2,800
2024-05-27,06,10,2,1,800
2024-05-27,05,1,1,2,500
2024-05-27,05,2,2,1,1100
2024-05-27,05,3,2,1,1000
2024-05-27,05,4,1,5,1100
2024-05-27,05,5,2,4,2700
2024-05-27,05,6,1,4,900
2024-05-27,05,7,1,3,600
2024-05-27,05,8,1,6,1400
2024-05-27,05,9,1,2,700
2024-05-27,05,10,1,3,700
2024-05-27,05,11,1,2,500
2024-05-27,05,12,1,3,600
2024-05-27,10,1,3,6,4200
2024-05-27,10,2,1,6,1200
2024-05-27,10,3,1,5,1400
2024-05-27,10,4,1,4,900
2024-05-27,10,5,1,6,1300
2024-05-27,10,6,3,1,1300
2024-05-27,10,7,1,3,500
2024-05-27,10,8,1,5,700
2024-05-27,10,9,1,5,1500
2024-05-27,10,10,1,2,600
2024-05-27,12,1,5,1,1700
2024-05-27,12,2,1,2,800
2024-05-27,12,3,3,1,1300
2024-05-27,12,4,2,1,500
2024-05-27,12,5,4,1,1500
2024-05-27,12,6,1,2,600
2024-05-27,12,7,6,5,8100
2024-05-27,12,8,4,1,1200
2024-05-27,12,9,1,4,700
2024-05-27,12,10,6,2,11300
2024-05-27,12,11,4,6,7100
2024-05-27,01,1,2,1,900
2024-05-27,01,2,1,4,700
2024-05-27,01,3,5,1,2000
2024-05-27,01,4,1,2,600
2024-05-27,01,5,3,1,1000
2024-05-27,01,6,3,4,4200
2024-05-27,01,7,5,1,1900
2024-05-27,01,8,1,4,1200
2024-05-27,01,9,1,4,1400
2024-05-27,01,10,5,1,2100
2024-05-27,01,11,3,1,1200
2024-05-27,01,12,6,1,2400
2024-05-27,16,1,5,1,1800
2024-05-27,16,2,1,2,500
2024-05-27,16,3,1,4,900
2024-05-27,16,4,5,1,1400
2024-05-27,16,5,2,1,700
2024-05-27,16,6,4,3,6400
2024-05-27,16,7,2,1,700
2024-05-27,16,8,6,1,2800
2024-05-27,16,9,1,4,600
2024-05-27,16,10,1,3,600
2024-05-27,16,11,2,3,2200
2024-05-28,02,1,1,2,600
2024-05-28,02,2,1,5,4200
2024-05-28,02,3,3,1,1400
2024-05-28,02,4,2,1,800
2024-05-28,02,5,2,3,2000
2024-05-28,02,6,2,3,2100
2024-05-28,02,7,2,1,1000
2024-05-28,02,8,5,1,2700
2024-05-28,02,9,1,2,600
2024-05-28,02,10,1,3,400
2024-05-28,02,11,5,1,1900
2024-05-28,14,1,1,2,500
2024-05-28,14,2,1,4,1100
2024-05-28,14,3,5,1,1200
2024-05-28,14,4,1,3,700
2024-05-28,14,5,4,1,1200
2024-05-28,14,6,2,3,3600
2024-05-28,14,7,1,3,600
2024-05-28,14,8,1,3,800
2024-05-28,14,9,3,1,600
2024-05-28,14,10,1,3,800
2024-05-28,14,11,1,6,900
2024-05-28,14,12,1,6,1400
2024-05-28,10,1,2,1,1100
2024-05-28,10,2,1,4,800
2024-05-28,10,3,5,1,1000
2024-05-28,10,4,3,1,1000
2024-05-28,10,5,1,2,900
2024-05-28,10,6,1,2,700
2024-05-28,10,7,1,6,1300
2024-05-28,10,8,1,3,900
2024-05-28,10,9,2,1,800
2024-05-28,10,10,3,1,900
2024-05-28,10,11,3,2,2300
2024-05-28,19,1,5,3,7100
2024-05-28,19,2,1,2,1000
2024-05-28,19,3,1,2,500
2024-05-28,19,4,3,1,1000
2024-05-28,19,5,3,1,1500
2024-05-28,19,6,6,1,3900
2024-05-28,19,7,1,2,700
2024-05-28,19,8,1,3,500
2024-05-28,19,9,3,1,1500
2024-05-28,19,10,5,1,1500
2024-05-28,19,11,1,2,500
2024-05-28,15,1,5,2,5700
2024-05-28,15,2,1,2,900
2024-05-28,15,3,5,4,12200
2024-05-28,15,4,1,5,700
2024-05-28,15,5,2,4,2400
2024-05-28,15,6,2,1,1000
2024-05-28,15,7,2,1,1400
2024-05-28,15,8,1,2,600
2024-05-28,15,9,3,1,1000
2024-05-28,15,10,6,5,13700
2024-05-28,15,11,2,1,800
2024-05-28,21,1,4,2,6400
2024-05-28,21,2,3,5,5500
2024-05-28,21,3,3,2,2100
2024-05-28,21,4,1,2,500
2024-05-28,21,5,1,5,1600
2024-05-28,21,6,2,6,5100
2024-05-28,21,7,1,2,600
2024-05-28,21,8,1,4,1100
2024-05-28,21,9,5,1,1700
2024-05-28,21,10,1,6,900
2024-05-28,11,1,1,5,1400
2024-05-28,11,2,2,5,3000
2024-05-28,11,3,2,1,1200
2024-05-28,11,4,1,4,700
2024-05-28,11,5,1,4,700
2024-05-28,11,6,1,2,500
2024-05-28,11,7,5,1,3000
2024-05-28,11,8,4,2,3000
2024-05-28,11,9,4,6,6100
2024-05-28,11,10,2,3,3500
2024-05-28,11,11,1,5,1000
2024-05-28,20,1,2,1,1100
2024-05-28,20,2,6,3,5800
2024-05-28,20,3,1,2,500
2024-05-28,20,4,1,2,500
2024-05-28,20,5,1,2,700
2024-05-28,20,6,5,6,8800
2024-05-28,20,7,2,1,1100
2024-05-28,20,8,2,1,900
2024-05-28,20,9,1,3,900
2024-05-28,20,10,5,2,3200
2024-05-29,13,1,1,4,1200
2024-05-29,13,2,1,3,900
2024-05-29,13,3,1,3,700
2024-05-29,13,4,1,3,900
2024-05-29,13,5,6,2,4200
2024-05-29,13,6,1,3,700
2024-05-29,13,7,1,3,600
2024-05-29,13,8,1,4,700
2024-05-29,13,9,4,3,2400
2024-05-29,13,10,1,3,600
2024-05-29,13,11,4,1,1200
2024-05-29,13,12,1,3,800
2024-05-29,17,1,2,1,1700
2024-05-29,17,2,1,5,1300
2024-05-29,17,3,1,2,600
2024-05-29,17,4,1,2,1300
2024-05-29,17,5,2,1,800
2024-05-29,17,6,1,2,400
2024-05-29,17,7,1,2,500
2024-05-29,17,8,1,2,700
2024-05-29,17,9,1,2,600
2024-05-29,17,10,1,3,1000
2024-05-29,18,1,4,1,2100
2024-05-29,18,2,3,1,1400
2024-05-29,18,3,1,3,900
2024-05-29,18,4,3,1,700
2024-05-29,18,5,2,3,3800
2024-05-29,18,6,1,3,900
2024-05-29,18,7,3,1,900
2024-05-29,18,8,1,2,500
2024-05-29,18,9,3,1,800
2024-05-29,18,10,3,1,1200
2024-05-29,18,11,4,2,2900
2024-05-29,18,12,4,1,1900
2024-05-29,06,1,1,2,700
2024-05-29,06,2,2,6,6600
2024-05-29,06,3,2,1,700
2024-05-29,06,4,1,4,900
2024-05-29,06,5,2,4,2500
2024-05-29,06,6,1,2,800
2024-05-29,06,7,5,1,3200
2024-05-29,06,8,4,1,1900
2024-05-29,06,9,4,2,2700
2024-05-29,06,10,2,6,7400
2024-05-29,22,1,1,2,500
2024-05-29,22,2,5,3,4800
2024-05-29,22,3,2,1,800
2024-05-29,22,4,1,2,900
2024-05-29,22,5,1,2,500
2024-05-29,22,6,1,5,1100
2024-05-29,22,7,1,6,1300
2024-05-29,22,8,2,1,1500
2024-05-29,22,9,1,3,700
2024-05-29,22,10,1,4,1800
2024-05-29,11,1,1,5,1500
2024-05-29,11,2,2,6,6200
2024-05-29,11,3,1,6,1400
2024-05-29,11,4,1,6,1200
2024-05-29,11,5,3,1,1000
2024-05-29,11,6,1,2,600
2024-05-29,11,7,3,1,1000
2024-05-29,11,8,1,6,1700
2024-05-29,11,9,1,2,600
2024-05-29,11,10,4,1,1300
2024-05-29,16,1,1,6,1200
2024-05-29,16,2,4,1,1900
2024-05-29,16,3,1,3,700
2024-05-29,16,4,1,3,700
2024-05-29,16,5,1,4,800
2024-05-29,16,6,4,1,1100
2024-05-29,16,7,6,3,8800
2024-05-29,16,8,1,6,1000
2024-05-29,16,9,1,2,900
2024-05-29,16,10,3,1,2000
2024-05-29,16,11,1,3,700
2024-05-29,16,12,4,2,2700
2024-05-29,05,1,2,1,1200
2024-05-29,05,2,1,3,1200
2024-05-29,05,3,1,3,700
2024-05-29,05,4,1,2,600
2024-05-29,05,5,6,3,5300
2024-05-29,05,6,2,5,3000
2024-05-29,05,7,1,2,600
2024-05-29,05,8,3,1,1900
2024-05-29,05,9,3,5,4200
2024-05-29,05,10,1,5,1600
2024-05-29,05,11,2,4,3500
2024-05-29,05,12,1,2,600
2024-05-30,14,1,1,4,800
2024-05-30,14,2,1,5,1400
2024-05-30,14,3,1,5,800
2024-05-30,14,4,2,3,2200
2024-05-30,14,5,1,6,1400
2024-05-30,14,6,1,2,600
2024-05-30,14,7,1,6,2000
2024-05-30,14,8,1,6,1700
2024-05-30,14,9,1,5,1700
2024-05-30,14,10,1,2,900
2024-05-30,14,11,1,2,600
2024-05-30,14,12,1,4,900
2024-05-30,02,1,1,3,800
2024-05-30,02,2,1,2,700
2024-05-30,02,3,4,1,1300
2024-05-30,02,4,4,1,2000
2024-05-30,02,5,2,1,1500
2024-05-30,02,6,1,3,600
2024-05-30,02,7,2,1,700
2024-05-30,02,8,5,1,1500
2024-05-30,02,9,1,4,1900
2024-05-30,02,10,1,3,1200
2024-05-30,04,1,1,5,1300
2024-05-30,04,2,1,3,900
2024-05-30,04,3,1,2,600
2024-05-30,04,4,3,1,1700
2024-05-30,04,5,1,3,900
2024-05-30,04,6,2,1,1100
2024-05-30,04,7,1,4,1200
2024-05-30,04,8,4,2,7800
2024-05-30,04,9,5,3,5400
2024-05-30,04,10,6,4,9000
2024-05-30,04,11,3,1,800
2024-05-30,03,1,3,1,700
2024-05-30,03,2,1,2,400
2024-05-30,03,3,1,4,1100
2024-05-30,03,4,5,1,1700
2024-05-30,03,5,6,1,2900
2024-05-30,03,6,1,3,500
2024-05-30,03,7,1,2,600
2024-05-30,03,8,1,4,700
2024-05-30,03,9,1,3,500
2024-05-30,03,10,1,4,1000
2024-05-30,07,1,6,1,4900
2024-05-30,07,2,6,1,2000
2024-05-30,07,3,3,1,1300
2024-05-30,07,4,3,4,3500
2024-05-30,07,5,2,4,3700
2024-05-30,07,6,4,5,8000
2024-05-30,07,7,1,6,1500
2024-05-30,07,8,1,2,700
2024-05-30,07,9,1,5,800
2024-05-30,07,10,1,3,500
2024-05-30,07,11,1,6,2200
2024-05-30,07,12,1,2,600
2024-05-30,08,1,5,3,7700
2024-05-30,08,2,1,2,700
2024-05-30,08,3,1,2,500
2024-05-30,08,4,1,5,900
2024-05-30,08,5,1,6,2300
2024-05-30,08,6,2,1,900
2024-05-30,08,7,2,1,1300
2024-05-30,08,8,4,3,4500
2024-05-30,08,9,1,2,900
2024-05-30,08,10,2,1,500
2024-05-30,08,11,1,5,1200
2024-05-31,02,1,1,6,1400
2024-05-31,02,2,3,5,3900
2024-05-31,02,3,4,1,1500
2024-05-31,02,4,2,1,700
2024-05-31,02,5,4,1,2600
2024-05-31,02,6,1,3,1000
2024-05-31,02,7,1,6,2400
2024-05-31,02,8,1,3,800
2024-05-31,02,9,1,5,1000
2024-05-31,02,10,5,4,10000
2024-05-31,02,11,1,5,1500
2024-05-31,02,12,3,1,1300
2024-05-31,04,1,1,3,600
2024-05-31,04,2,1,4,900
2024-05-31,04,3,3,1,500
2024-05-31,04,4,3,2,3500
2024-05-31,04,5,1,2,700
2024-05-31,04,6,1,2,700
2024-05-31,04,7,6,2,3600
2024-05-31,04,8,1,3,600
2024-05-31,04,9,2,3,3600
2024-05-31,04,10,2,1,1200
2024-05-31,04,11,1,4,1000
2024-05-31,14,1,2,1,800
2024-05-31,14,2,2,1,1000
2024-05-31,14,3,6,2,5200
2024-05-31,14,4,1,3,1000
2024-05-31,14,5,1,5,900
2024-05-31,14,6,4,1,1000
2024-05-31,14,7,3,2,3900
2024-05-31,14,8,1,6,1300
2024-05-31,14,9,3,2,1600
2024-05-31,14,10,1,4,1500
2024-05-31,15,1,1,4,1400
2024-05-31,15,2,1,4,1700
2024-05-31,15,3,1,2,400
2024-05-31,15,4,1,3,400
2024-05-31,15,5,1,5,800
2024-05-31,15,6,1,3,800
2024-05-31,15,7,1,6,1300
2024-05-31,15,8,3,4,4500
2024-05-31,15,9,1,2,400
2024-05-31,15,10,1,4,800
2024-05-31,15,11,1,2,1000
2024-05-31,15,12,5,1,2200
2024-05-31,07,1,1,5,1100
2024-05-31,07,2,2,1,1100
2024-05-31,07,3,3,1,1200
2024-05-31,07,4,4,1,1500
2024-05-31,07,5,1,3,800
2024-05-31,07,6,2,1,700
2024-05-31,07,7,1,2,900
2024-05-31,07,8,1,6,1300
2024-05-31,07,9,3,1,1000
2024-05-31,07,10,2,1,600
2024-05-31,07,11,1,3,600
2024-05-31,07,12,3,4,3200
2024-05-31,20,1,1,5,1000
2024-05-31,20,2,4,2,2300
2024-05-31,20,3,5,1,2700
2024-05-31,20,4,5,1,2600
2024-05-31,20,5,1,3,800
2024-05-31,20,6,1,3,700
2024-05-31,20,7,1,3,800
2024-05-31,20,8,3,2,2300
2024-05-31,20,9,2,1,1100
2024-05-31,20,10,1,3,600
2024-05-31,20,11,1,4,1300
2024-05-31,20,12,1,2,1000
2024-05-31,12,1,6,1,1500
2024-05-31,12,2,1,3,700
2024-05-31,12,3,4,5,5700
2024-05-31,12,4,2,1,700
2024-05-31,12,5,6,2,7200
2024-05-31,12,6,1,2,1000
2024-05-31,12,7,1,4,1200
2024-05-31,12,8,1,4,900
2024-05-31,12,9,3,1,600
2024-05-31,12,10,1,4,600
2024-05-31,10,1,1,6,900
2024-05-31,10,2,1,3,1100
2024-05-31,10,3,1,5,1200
2024-05-31,10,4,6,1,2800
2024-05-31,10,5,3,5,4800
2024-05-31,10,6,6,1,3000
2024-05-31,10,7,2,5,3400
2024-05-31,10,8,2,3,2500
2024-05-31,10,9,1,6,1300
2024-05-31,10,10,1,2,300
2024-05-31,10,11,1,3,800
2024-05-31,10,12,1,2,500
2024-05-31,21,1,1,2,600
2024-05-31,21,2,1,6,1500
2024-05-31,21,3,1,4,900
2024-05-31,21,4,1,2,600
2024-05-31,21,5,1,4,800
2024-05-31,21,6,1,4,700
2024-05-31,21,7,1,5,1100
2024-05-31,21,8,1,2,700
2024-05-31,21,9,1,2,700
2024-05-31,21,10,6,4,5200
2024-05-31,19,1,1,6,1700
2024-05-31,19,2,1,5,1200
2024-05-31,19,3,1,2,500
2024-05-31,19,4,4,1,1400
2024-05-31,19,5,4,1,1000
2024-05-31,19,6,1,3,700
2024-05-31,19,7,2,1,1000
2024-05-31,19,8,4,1,1100
2024-05-31,19,9,2,1,500
2024-05-31,19,10,1,6,1100
2024-05-31,19,11,1,3,800
2024-05-31,19,12,5,3,6300
2024-05-31,22,1,1,4,600
2024-05-31,22,2,1,3,800
2024-05-31,22,3,3,5,4200
2024-05-31,22,4,2,1,1000
2024-05-31,22,5,5,1,2400
2024-05-31,22,6,1,3,700
2024-05-31,22,7,2,1,700
2024-05-31,22,8,1,4,600
2024-05-31,22,9,3,4,3700
2024-05-31,22,10,1,5,1200
2024-05-31,22,11,2,1,1100
2024-06-01,15,1,1,5,1000
2024-06-01,15,2,1,3,1000
2024-06-01,15,3,5,2,6600
2024-06-01,15,4,3,1,1200
2024-06-01,15,5,4,3,4100
2024-06-01,15,6,1,2,800
2024-06-01,15,7,1,4,1100
2024-06-01,15,8,1,2,600
2024-06-01,15,9,5,1,1800
2024-06-01,15,10,1,5,900
2024-06-01,23,1,1,2,600
2024-06-01,23,2,1,4,900
2024-06-01,23,3,1,2,700
2024-06-01,23,4,1,2,500
2024-06-01,23,5,2,1,800
2024-06-01,23,6,1,6,2500
2024-06-01,23,7,1,4,1000
2024-06-01,23,8,1,2,800
2024-06-01,23,9,1,2,800
2024-06-01,23,10,6,4,5300
2024-06-01,23,11,5,1,1300
2024-06-01,10,1,1,2,800
2024-06-01,10,2,4,1,1000
2024-06-01,10,3,1,2,1000
2024-06-01,10,4,1,5,800
2024-06-01,10,5,1,2,700
2024-06-01,10,6,2,3,2700
2024-06-01,10,7,5,1,1400
2024-06-01,10,8,1,3,800
2024-06-01,10,9,2,1,1000
2024-06-01,10,10,2,6,7300
2024-06-01,10,11,3,1,1000
2024-06-01,10,12,2,1,1300
2024-06-01,09,1,1,4,900
2024-06-01,09,2,1,2,900
2024-06-01,09,3,4,1,1600
2024-06-01,09,4,1,3,900
2024-06-01,09,5,3,1,1100
2024-06-01,09,6,4,2,5500
2024-06-01,09,7,2,1,900
2024-06-01,09,8,1,2,600
2024-06-01,09,9,1,3,700
2024-06-01,09,10,2,3,2700
2024-06-01,18,1,2,1,900
2024-06-01,18,2,1,6,1300
2024-06-01,18,3,1,4,1200
2024-06-01,18,4,6,1,1900
2024-06-01,18,5,2,5,2600
2024-06-01,18,6,4,1,1500
2024-06-01,18,7,2,6,4000
2024-06-01,18,8,3,2,1500
2024-06-01,18,9,3,1,1000
2024-06-01,18,10,1,2,600
2024-06-01,14,1,2,1,900
2024-06-01,14,2,5,3,8300
2024-06-01,14,3,1,2,600
2024-06-01,14,4,1,5,1400
2024-06-01,14,5,2,1,600
2024-06-01,14,6,2,1,800
2024-06-01,14,7,4,5,6300
2024-06-01,14,8,1,3,600
2024-06-01,14,9,6,2,5500
2024-06-01,14,10,1,4,1300
2024-06-01,06,1,5,1,2000
2024-06-01,06,2,1,4,700
2024-06-01,06,3,5,6,12700
2024-06-01,06,4,5,2,3100
2024-06-01,06,5,4,6,7500
2024-06-01,06,6,2,1,900
2024-06-01,06,7,1,2,700
2024-06-01,06,8,5,1,1300
2024-06-01,06,9,1,2,900
2024-06-01,06,10,2,1,800
2024-06-01,06,11,1,3,900
2024-06-01,12,1,1,3,700
2024-06-01,12,2,4,6,8200
2024-06-01,12,3,1,2,600
2024-06-01,12,4,2,4,3700
2024-06-01,12,5,3,6,9200
2024-06-01,12,6,1,2,600
2024-06-01,12,7,2,4,7000
2024-06-01,12,8,3,1,1100
2024-06-01,12,9,1,3,900
2024-06-01,12,10,1,2,500
2024-06-01,12,11,1,2,700
2024-06-01,12,12,1,5,1400
2024-06-01,02,1,3,1,900
2024-06-01,02,2,1,6,1500
2024-06-01,02,3,1,2,500
2024-06-01,02,4,1,3,1000
2024-06-01,02,5,1,4,1200
2024-06-01,02,6,1,3,600
2024-06-01,02,7,1,3,600
2024-06-01,02,8,3,2,2900
2024-06-01,02,9,2,1,1200
2024-06-01,02,10,2,1,1100
2024-06-01,02,11,1,3,800
2024-06-01,19,1,6,1,3900
2024-06-01,19,2,1,4,1400
2024-06-01,19,3,2,1,1200
2024-06-01,19,4,2,1,1500
2024-06-01,19,5,1,2,900
2024-06-01,19,6,6,1,3500
2024-06-01,19,7,1,2,600
2024-06-01,19,8,2,1,1200
2024-06-01,19,9,4,1,1700
2024-06-01,19,10,6,3,4800
2024-06-01,19,11,1,2,600
2024-06-01,19,12,3,1,1300
2024-06-02,06,1,6,1,1600
2024-06-02,06,2,1,6,1500
2024-06-02,06,3,5,2,3400
2024-06-02,06,4,1,2,500
2024-06-02,06,5,1,5,1200
2024-06-02,06,6,1,3,800
2024-06-02,06,7,1,3,700
2024-06-02,06,8,1,2,700
2024-06-02,06,9,2,1,600
2024-06-02,06,10,2,1,700
2024-06-02,19,1,4,1,2100
2024-06-02,19,2,1,5,1400
2024-06-02,19,3,4,5,4800
2024-06-02,19,4,1,4,1300
2024-06-02,19,5,3,1,1300
2024-06-02,19,6,1,4,600
2024-06-02,19,7,1,6,1300
2024-06-02,19,8,3,4,3000
2024-06-02,19,9,1,2,600
2024-06-02,19,10,2,1,900
2024-06-02,19,11,3,1,900
2024-06-02,19,12,4,1,1600
2024-06-02,23,1,1,2,500
2024-06-02,23,2,5,1,1400
2024-06-02,23,3,1,5,1100
2024-06-02,23,4,3,1,1200
2024-06-02,23,5,1,3,600
2024-06-02,23,6,3,1,1400
2024-06-02,23,7,2,1,1000
2024-06-02,23,8,1,4,900
2024-06-02,23,9,1,3,500
2024-06-02,23,10,1,3,800
2024-06-02,23,11,1,4,800
2024-06-02,23,12,1,4,800
2024-06-02,17,1,2,1,1100
2024-06-02,17,2,2,1,800
2024-06-02,17,3,1,2,600
2024-06-02,17,4,5,4,7800
2024-06-02,17,5,5,4,11500
2024-06-02,17,6,2,1,800
2024-06-02,17,7,2,1,1000
2024-06-02,17,8,1,2,500
2024-06-02,17,9,1,4,1200
2024-06-02,17,10,5,1,1700
2024-06-02,17,11,1,5,1400
2024-06-02,17,12,4,1,1600
2024-06-02,08,1,2,4,2600
2024-06-02,08,2,1,5,1100
2024-06-02,08,3,1,2,400
2024-06-02,08,4,1,6,2100
2024-06-02,08,5,2,1,900
2024-06-02,08,6,1,5,1100
2024-06-02,08,7,1,4,1000
2024-06-02,08,8,2,3,1500
2024-06-02,08,9,3,1,1300
2024-06-02,08,10,5,1,2000
2024-06-02,08,11,4,1,1700
2024-06-02,02,1,6,1,2300
2024-06-02,02,2,1,2,900
2024-06-02,02,3,1,3,900
2024-06-02,02,4,4,1,1100
2024-06-02,02,5,3,1,1100
2024-06-02,02,6,4,1,900
2024-06-02,02,7,2,1,800
2024-06-02,02,8,1,5,1400
2024-06-02,02,9,5,2,3900
2024-06-02,02,10,3,6,8500
2024-06-02,02,11,1,3,1000
2024-06-02,02,12,1,3,700
2024-06-02,04,1,1,5,1300
2024-06-02,04,2,1,5,1200
2024-06-02,04,3,5,6,11700
2024-06-02,04,4,2,1,1000
2024-06-02,04,5,1,3,1100
2024-06-02,04,6,1,3,1100
2024-06-02,04,7,5,3,3800
2024-06-02,04,8,1,3,500
2024-06-02,04,9,1,4,600
2024-06-02,04,10,3,1,1100
2024-06-02,04,11,3,1,1400
2024-06-02,04,12,3,5,8000
2024-06-03,04,1,1,2,600
2024-06-03,04,2,2,1,1100
2024-06-03,04,3,1,5,1200
2024-06-03,04,4,3,1,1200
2024-06-03,04,5,1,6,1400
2024-06-03,04,6,3,6,5000
2024-06-03,04,7,3,1,1000
2024-06-03,04,8,1,4,600
2024-06-03,04,9,5,1,1900
2024-06-03,04,10,1,3,700
2024-06-03,07,1,3,4,2900
2024-06-03,07,2,3,2,1900
2024-06-03,07,3,1,2,800
2024-06-03,07,4,1,3,500
2024-06-03,07,5,4,1,1200
2024-06-03,07,6,2,3,2800
2024-06-03,07,7,3,2,4500
